fecha,producto,cantidad,precio_unitario
2023-10-28,Producto-7,1,135.41
2023-10-30,Producto-7,15,23.7
2023-10-23,Producto-10,53,60.89
2023-10-9,Producto-8,11,199.17
2023-10-7,Producto-6,81,158.25
2023-10-29,Producto-2,36,45.47
2023-10-3,Producto-9,40,30.58
2023-10-3,Producto-6,87,112.32
2023-10-9,Producto-5,16,122.09
2023-10-23,Producto-10,93,69.5
2023-10-5,Producto-5,20,89.57
2023-10-11,Producto-7,67,45.75
2023-10-27,Producto-9,58,95.59
2023-10-10,Producto-10,17,120.63
2023-10-15,Producto-6,83,153.21
2023-10-10,Producto-6,98,142.3
2023-10-13,Producto-2,58,92.88
2023-10-24,Producto-1,36,26.51
2023-10-30,Producto-3,70,51.26
2023-10-16,Producto-8,11,71.27
2023-10-6,Producto-2,52,32.79
2023-10-12,Producto-9,32,106.11
2023-10-30,Producto-5,29,57.66
2023-10-28,Producto-5,98,22.29
2023-10-30,Producto-2,67,54.52
2023-10-16,Producto-7,77,12.11
2023-10-2,Producto-9,17,81.67
2023-10-2,Producto-3,20,184.98
2023-10-18,Producto-3,15,174.22
2023-10-16,Producto-3,34,147.83
2023-10-15,Producto-3,50,79.1
2023-10-4,Producto-5,44,21.1
2023-10-7,Producto-7,49,29.56
2023-10-7,Producto-1,29,172.16
2023-10-12,Producto-5,54,24.08
2023-10-12,Producto-9,41,42.62
2023-10-17,Producto-7,32,147.85
2023-10-5,Producto-10,81,99.56
2023-10-24,Producto-9,82,124.43
2023-10-18,Producto-8,90,69.01
2023-10-14,Producto-1,40,71.18
2023-10-18,Producto-3,47,41.32
2023-10-27,Producto-6,48,166.57
2023-10-13,Producto-10,89,79.22
2023-10-22,Producto-7,92,166.38
2023-10-19,Producto-6,90,19.57
2023-10-10,Producto-4,26,132.11
2023-10-9,Producto-9,78,181.49
2023-10-4,Producto-10,41,39.84
2023-10-17,Producto-7,86,73.42
2023-10-3,Producto-3,95,145.52
2023-10-2,Producto-5,96,118.21
2023-10-5,Producto-2,52,52.95
2023-10-3,Producto-7,64,119.43
2023-10-20,Producto-7,40,115.08
2023-10-10,Producto-10,68,66.2
2023-10-18,Producto-5,76,47.32
2023-10-17,Producto-10,25,19.16
2023-10-15,Producto-8,48,131.59
2023-10-5,Producto-4,62,182.26
2023-10-9,Producto-8,96,125.38
2023-10-14,Producto-6,43,65.92
2023-10-17,Producto-2,76,197.43
2023-10-27,Producto-2,76,197.01
2023-10-9,Producto-2,97,76.01
2023-10-28,Producto-6,30,137.3
2023-10-26,Producto-4,32,56.82
2023-10-22,Producto-1,61,98.87
2023-10-30,Producto-9,1,35.93
2023-10-2,Producto-6,89,159.63
2023-10-24,Producto-2,65,10.09
2023-10-16,Producto-3,31,137.68
2023-10-5,Producto-7,51,48.85
2023-10-24,Producto-8,4,182.32
2023-10-13,Producto-8,64,163.42
2023-10-7,Producto-2,22,10.85
2023-10-26,Producto-1,4,188.19
2023-10-11,Producto-7,39,88.73
2023-10-11,Producto-1,78,148.89
2023-10-23,Producto-5,79,63.94
2023-10-14,Producto-5,31,48.22
2023-10-3,Producto-3,97,104.17
2023-10-19,Producto-2,42,91.38
2023-10-13,Producto-7,49,67.63
2023-10-20,Producto-10,78,36.93
2023-10-22,Producto-7,63,14.27
2023-10-14,Producto-7,5,153.12
2023-10-18,Producto-5,76,74.9
2023-10-4,Producto-5,98,95.58
2023-10-6,Producto-10,93,124.9
2023-10-27,Producto-3,88,86.33
2023-10-1,Producto-3,83,153.37
2023-10-1,Producto-1,52,23.43
2023-10-11,Producto-4,35,73.17
2023-10-2,Producto-4,40,70.86
2023-10-12,Producto-3,2,57.14
2023-10-27,Producto-8,15,17.68
2023-10-16,Producto-9,24,50.47
2023-10-19,Producto-1,21,157.68
2023-10-11,Producto-3,54,72.94
2023-10-1,Producto-8,38,126.88
2023-10-17,Producto-2,35,118.43
2023-10-20,Producto-8,1,24.8
2023-10-22,Producto-8,48,190.43
2023-10-2,Producto-9,44,48.94
2023-10-14,Producto-8,75,23.91
2023-10-31,Producto-2,77,93.1
2023-10-9,Producto-4,79,97.55
2023-10-11,Producto-7,10,189.23
2023-10-18,Producto-10,60,114.45
2023-10-7,Producto-4,37,128.74
2023-10-29,Producto-1,23,107.78
2023-10-19,Producto-10,57,21.79
2023-10-9,Producto-5,94,104.5
2023-10-30,Producto-9,44,154.39
2023-10-7,Producto-2,2,133.13
2023-10-8,Producto-2,78,108.85
2023-10-14,Producto-8,79,18.84
2023-10-6,Producto-8,60,95.43
2023-10-14,Producto-10,38,171.54
2023-10-7,Producto-7,15,78.37
2023-10-9,Producto-2,6,169.5
2023-10-8,Producto-10,3,151.75
2023-10-19,Producto-9,95,173.23
2023-10-20,Producto-2,78,149.49
2023-10-1,Producto-9,85,174.96
2023-10-12,Producto-7,1,12.97
2023-10-28,Producto-6,48,17.17
2023-10-30,Producto-3,54,145.16
2023-10-10,Producto-5,1,85.28
2023-10-29,Producto-9,94,86.55
2023-10-31,Producto-10,13,49.73
2023-10-7,Producto-7,61,43.46
2023-10-4,Producto-7,8,140.28
2023-10-3,Producto-1,25,23.75
2023-10-31,Producto-8,91,182.25
2023-10-1,Producto-1,65,43.53
2023-10-25,Producto-7,10,80.1
2023-10-12,Producto-7,100,139.25
2023-10-22,Producto-1,10,109.1
2023-10-1,Producto-9,51,88.03
2023-10-13,Producto-3,74,42.38
2023-10-7,Producto-9,99,25.72
2023-10-15,Producto-3,73,188.94
2023-10-8,Producto-1,64,91.0
2023-10-24,Producto-9,57,53.83
2023-10-2,Producto-3,100,113.52
2023-10-1,Producto-8,35,109.97
2023-10-15,Producto-10,38,16.38
2023-10-12,Producto-7,42,60.42
2023-10-11,Producto-10,21,191.88
2023-10-20,Producto-6,20,71.6
2023-10-1,Producto-8,40,19.19
2023-10-6,Producto-4,23,55.47
2023-10-11,Producto-4,54,91.98
2023-10-13,Producto-5,97,39.45
2023-10-23,Producto-8,80,145.61
2023-10-17,Producto-8,49,63.94
2023-10-13,Producto-5,83,128.6
2023-10-12,Producto-9,88,148.91
2023-10-5,Producto-8,1,55.06
2023-10-27,Producto-5,29,97.12
2023-10-11,Producto-6,16,17.45
2023-10-20,Producto-7,38,55.7
2023-10-2,Producto-3,78,150.86
2023-10-19,Producto-4,29,56.39
2023-10-1,Producto-1,64,79.36
2023-10-7,Producto-10,21,53.53
2023-10-5,Producto-4,28,14.55
2023-10-9,Producto-7,94,11.61
2023-10-12,Producto-2,71,27.37
2023-10-23,Producto-10,85,183.8
2023-10-31,Producto-7,81,41.33
2023-10-22,Producto-6,81,198.33
2023-10-3,Producto-5,52,13.39
2023-10-11,Producto-2,54,98.55
2023-10-16,Producto-9,96,93.58
2023-10-30,Producto-3,100,27.27
2023-10-21,Producto-3,92,95.25
2023-10-12,Producto-7,29,101.18
2023-10-22,Producto-9,36,152.42
2023-10-13,Producto-2,13,163.62
2023-10-25,Producto-6,9,157.88
2023-10-15,Producto-6,79,106.91
2023-10-18,Producto-6,9,141.62
2023-10-17,Producto-7,44,153.32
2023-10-7,Producto-9,6,191.78
2023-10-13,Producto-10,75,154.12
2023-10-2,Producto-9,10,57.55
2023-10-9,Producto-6,90,64.12
2023-10-6,Producto-9,5,110.8
2023-10-19,Producto-1,22,196.65
2023-10-19,Producto-1,56,17.11
2023-10-1,Producto-2,42,79.12
2023-10-31,Producto-1,19,45.25
2023-10-24,Producto-4,84,27.96
2023-10-22,Producto-8,64,19.29
2023-10-21,Producto-3,93,61.51
2023-10-1,Producto-2,40,191.4
2023-10-16,Producto-5,65,55.9
2023-10-26,Producto-1,14,67.06
2023-10-14,Producto-8,28,85.36
2023-10-23,Producto-10,37,111.89
2023-10-8,Producto-2,67,92.23
2023-10-9,Producto-8,54,194.2
2023-10-3,Producto-10,93,22.29
2023-10-10,Producto-7,93,113.58
2023-10-23,Producto-9,67,54.24
2023-10-2,Producto-2,12,70.32
2023-10-8,Producto-1,26,109.68
2023-10-3,Producto-2,34,166.4
2023-10-13,Producto-3,91,30.03
2023-10-20,Producto-8,75,46.89
2023-10-12,Producto-1,83,97.13
2023-10-25,Producto-9,10,29.79
2023-10-16,Producto-8,74,68.67
2023-10-15,Producto-6,97,90.77
2023-10-21,Producto-1,36,40.45
2023-10-2,Producto-7,2,59.1
2023-10-2,Producto-9,46,102.62
2023-10-8,Producto-8,79,157.7
2023-10-16,Producto-1,69,13.22
2023-10-13,Producto-7,61,22.37
2023-10-15,Producto-2,15,152.58
2023-10-10,Producto-4,40,197.41
2023-10-14,Producto-10,48,102.38
2023-10-22,Producto-5,35,101.5
2023-10-16,Producto-2,80,125.25
2023-10-3,Producto-3,56,108.94
2023-10-13,Producto-10,5,130.65
2023-10-14,Producto-3,12,74.03
2023-10-3,Producto-7,88,57.11
2023-10-27,Producto-8,65,137.19
2023-10-25,Producto-10,22,80.08
2023-10-21,Producto-5,65,191.06
2023-10-3,Producto-2,64,110.02
2023-10-5,Producto-2,66,128.71
2023-10-8,Producto-8,21,155.47
2023-10-19,Producto-10,68,175.16
2023-10-13,Producto-3,98,53.06
2023-10-14,Producto-6,29,69.73
2023-10-19,Producto-1,73,82.73
2023-10-29,Producto-1,72,164.96
2023-10-19,Producto-7,13,155.36
2023-10-9,Producto-10,83,87.05
2023-10-21,Producto-5,2,111.04
2023-10-6,Producto-5,33,121.9
2023-10-16,Producto-6,37,182.83
2023-10-20,Producto-5,63,64.63
2023-10-23,Producto-4,83,140.87
2023-10-13,Producto-7,50,73.11
2023-10-17,Producto-3,98,153.27
2023-10-21,Producto-5,65,175.02
2023-10-18,Producto-2,32,76.09
2023-10-27,Producto-4,32,150.31
2023-10-31,Producto-5,72,36.4
2023-10-24,Producto-4,54,173.94
2023-10-24,Producto-10,92,98.02
2023-10-17,Producto-1,48,29.53
2023-10-9,Producto-6,39,166.45
2023-10-22,Producto-2,88,119.42
2023-10-6,Producto-10,29,141.75
2023-10-24,Producto-9,5,12.39
2023-10-8,Producto-2,84,66.79
2023-10-8,Producto-9,77,24.31
2023-10-2,Producto-1,15,150.05
2023-10-28,Producto-5,72,37.65
2023-10-13,Producto-5,61,23.6
2023-10-4,Producto-9,54,168.15
2023-10-8,Producto-1,41,138.0
2023-10-26,Producto-8,15,197.84
2023-10-18,Producto-3,57,120.62
2023-10-27,Producto-4,82,93.03
2023-10-4,Producto-2,31,147.74
2023-10-11,Producto-4,17,129.76
2023-10-8,Producto-4,87,55.3
2023-10-23,Producto-2,75,96.23
2023-10-25,Producto-9,23,72.18
2023-10-10,Producto-1,30,85.5
2023-10-1,Producto-2,13,170.8
2023-10-7,Producto-10,48,135.33
2023-10-5,Producto-5,51,53.58
2023-10-24,Producto-4,75,13.65
2023-10-4,Producto-9,80,12.44
2023-10-26,Producto-2,81,57.21
2023-10-21,Producto-1,48,123.84
2023-10-22,Producto-1,13,161.71
2023-10-26,Producto-10,33,107.75
2023-10-26,Producto-7,35,110.33
2023-10-3,Producto-8,73,191.63
2023-10-16,Producto-9,12,156.31
2023-10-11,Producto-10,51,171.36
2023-10-7,Producto-9,26,85.15
2023-10-28,Producto-1,66,199.4
2023-10-31,Producto-4,73,138.49
2023-10-19,Producto-6,98,58.03
2023-10-14,Producto-1,93,85.3
2023-10-15,Producto-5,48,146.13
2023-10-31,Producto-3,41,125.72
2023-10-21,Producto-1,51,104.83
2023-10-26,Producto-8,36,175.4
2023-10-25,Producto-2,89,181.58
2023-10-7,Producto-5,38,39.63
2023-10-2,Producto-9,57,93.43
2023-10-26,Producto-1,42,145.95
2023-10-13,Producto-5,5,18.61
2023-10-22,Producto-2,18,44.34
2023-10-16,Producto-9,8,75.99
2023-10-11,Producto-2,85,150.9
2023-10-11,Producto-3,15,117.95
2023-10-8,Producto-6,42,113.44
2023-10-26,Producto-6,100,102.36
2023-10-31,Producto-2,97,190.13
2023-10-28,Producto-10,37,82.63
2023-10-11,Producto-7,4,15.49
2023-10-11,Producto-5,48,52.13
2023-10-18,Producto-7,56,39.36
2023-10-10,Producto-2,95,70.02
2023-10-27,Producto-3,73,151.23
2023-10-6,Producto-9,27,13.69
2023-10-3,Producto-1,95,33.98
2023-10-1,Producto-8,61,41.74
2023-10-20,Producto-4,85,154.7
2023-10-11,Producto-3,68,198.16
2023-10-14,Producto-4,13,182.28
2023-10-22,Producto-5,100,63.45
2023-10-21,Producto-3,58,129.16
2023-10-27,Producto-1,86,185.63
2023-10-17,Producto-6,72,130.21
2023-10-6,Producto-9,36,158.03
2023-10-18,Producto-1,4,96.04
2023-10-8,Producto-3,49,163.05
2023-10-29,Producto-9,8,115.14
2023-10-30,Producto-7,19,83.95
2023-10-23,Producto-2,17,114.6
2023-10-31,Producto-3,91,135.01
2023-10-3,Producto-7,1,135.09
2023-10-13,Producto-10,98,108.23
2023-10-7,Producto-6,48,83.06
2023-10-15,Producto-10,62,44.76
2023-10-13,Producto-9,44,58.24
2023-10-5,Producto-4,82,69.24
2023-10-27,Producto-8,60,86.43
2023-10-2,Producto-1,89,50.51
2023-10-9,Producto-2,80,110.66
2023-10-27,Producto-2,92,63.13
2023-10-24,Producto-1,45,153.73
2023-10-31,Producto-6,75,33.77
2023-10-18,Producto-8,4,35.22
2023-10-18,Producto-2,58,199.23
2023-10-24,Producto-3,75,46.4
2023-10-16,Producto-9,63,188.45
2023-10-7,Producto-8,35,21.76
2023-10-18,Producto-7,97,76.88
2023-10-25,Producto-10,46,32.18
2023-10-13,Producto-6,79,37.81
2023-10-10,Producto-4,54,189.15
2023-10-2,Producto-6,96,34.62
2023-10-14,Producto-6,77,15.0
2023-10-12,Producto-2,68,44.77
2023-10-15,Producto-6,89,117.28
2023-10-1,Producto-9,50,50.4
2023-10-7,Producto-1,23,18.48
2023-10-1,Producto-3,90,79.61
2023-10-25,Producto-4,24,65.31
2023-10-16,Producto-6,60,167.36
2023-10-19,Producto-6,77,128.95
2023-10-11,Producto-2,82,190.2
2023-10-10,Producto-9,19,92.08
2023-10-9,Producto-8,90,121.87
2023-10-21,Producto-6,46,19.96
2023-10-13,Producto-10,55,39.13
2023-10-6,Producto-10,57,69.39
2023-10-6,Producto-3,83,133.72
2023-10-14,Producto-2,48,88.29
2023-10-21,Producto-4,92,76.06
2023-10-14,Producto-10,93,64.39
2023-10-3,Producto-3,14,193.78
2023-10-27,Producto-6,14,172.54
2023-10-31,Producto-8,64,156.32
2023-10-9,Producto-9,3,183.11
2023-10-28,Producto-4,78,41.41
2023-10-31,Producto-2,21,65.42
2023-10-25,Producto-6,27,51.17
2023-10-9,Producto-3,19,87.53
2023-10-5,Producto-5,61,49.44
2023-10-27,Producto-9,87,75.14
2023-10-28,Producto-10,75,199.13
2023-10-8,Producto-8,60,199.83
2023-10-1,Producto-5,24,45.26
2023-10-26,Producto-8,80,58.76
2023-10-8,Producto-2,39,35.48
2023-10-16,Producto-6,35,65.61
2023-10-27,Producto-10,2,59.52
2023-10-5,Producto-4,48,167.48
2023-10-8,Producto-3,95,27.09
2023-10-17,Producto-3,79,150.05
2023-10-5,Producto-10,11,130.43
2023-10-7,Producto-7,51,125.13
2023-10-30,Producto-3,59,30.21
2023-10-31,Producto-4,17,13.11
2023-10-12,Producto-4,48,114.74
2023-10-14,Producto-3,19,92.17
2023-10-12,Producto-9,47,136.38
2023-10-31,Producto-9,100,173.76
2023-10-19,Producto-6,46,42.86
2023-10-10,Producto-10,9,89.94
2023-10-15,Producto-9,42,109.11
2023-10-9,Producto-2,95,138.37
2023-10-16,Producto-8,74,165.3
2023-10-20,Producto-10,31,46.48
2023-10-21,Producto-5,80,119.65
2023-10-31,Producto-9,67,28.12
2023-10-18,Producto-5,33,11.68
2023-10-4,Producto-6,35,52.99
2023-10-17,Producto-6,21,71.3
2023-10-4,Producto-5,56,175.64
2023-10-25,Producto-2,73,152.35
2023-10-30,Producto-8,65,62.25
2023-10-26,Producto-2,52,140.29
2023-10-12,Producto-9,26,42.19
2023-10-23,Producto-1,63,17.48
2023-10-29,Producto-9,22,170.44
2023-10-29,Producto-9,19,194.89
2023-10-20,Producto-9,2,71.65
2023-10-10,Producto-5,72,86.09
2023-10-11,Producto-3,2,141.65
2023-10-15,Producto-9,70,107.79
2023-10-14,Producto-2,29,137.87
2023-10-20,Producto-2,14,144.38
2023-10-17,Producto-9,45,194.91
2023-10-23,Producto-8,58,59.57
2023-10-20,Producto-10,64,62.37
2023-10-17,Producto-10,80,149.21
2023-10-20,Producto-1,98,24.02
2023-10-6,Producto-9,49,86.85
2023-10-15,Producto-8,62,35.61
2023-10-2,Producto-6,54,144.93
2023-10-31,Producto-8,18,185.79
2023-10-1,Producto-10,81,178.48
2023-10-28,Producto-8,99,163.01
2023-10-14,Producto-8,29,127.98
2023-10-17,Producto-5,61,95.67
2023-10-12,Producto-1,45,148.29
2023-10-7,Producto-4,29,139.96
2023-10-22,Producto-1,3,126.8
2023-10-31,Producto-5,62,86.73
2023-10-10,Producto-3,63,160.64
2023-10-27,Producto-8,49,69.45
2023-10-23,Producto-1,68,185.89
2023-10-7,Producto-5,35,15.6
2023-10-3,Producto-10,14,84.05
2023-10-21,Producto-3,66,87.55
2023-10-6,Producto-5,29,13.66
2023-10-16,Producto-7,29,98.23
2023-10-11,Producto-2,73,60.11
2023-10-14,Producto-3,94,112.62
2023-10-18,Producto-9,99,38.2
2023-10-6,Producto-6,78,87.1
2023-10-2,Producto-3,23,72.75
2023-10-4,Producto-8,39,60.82
2023-10-15,Producto-5,79,19.41
2023-10-1,Producto-10,85,178.52
2023-10-1,Producto-2,7,19.31
2023-10-20,Producto-1,42,188.61
2023-10-30,Producto-2,72,160.39
2023-10-24,Producto-3,56,106.11
2023-10-21,Producto-5,64,78.43
2023-10-2,Producto-5,68,155.65
2023-10-16,Producto-6,23,67.0
2023-10-18,Producto-9,96,128.9
2023-10-31,Producto-9,52,142.09
2023-10-7,Producto-3,55,51.06
2023-10-26,Producto-1,59,46.65
2023-10-16,Producto-6,53,13.45
2023-10-27,Producto-9,20,187.66
2023-10-3,Producto-3,77,123.55
2023-10-20,Producto-6,55,87.79
2023-10-10,Producto-1,56,24.5
2023-10-2,Producto-8,17,97.04
2023-10-22,Producto-3,38,152.97
2023-10-12,Producto-8,14,31.23
2023-10-30,Producto-4,3,199.01
2023-10-27,Producto-4,75,73.67
2023-10-6,Producto-9,57,98.51
2023-10-7,Producto-6,16,104.88
2023-10-2,Producto-1,51,63.76
2023-10-17,Producto-10,8,91.2
2023-10-14,Producto-8,19,79.76
2023-10-14,Producto-4,58,53.39
2023-10-4,Producto-2,32,182.07
2023-10-19,Producto-7,27,197.67
2023-10-23,Producto-10,84,189.05
2023-10-7,Producto-1,53,85.82
2023-10-29,Producto-4,2,195.49
2023-10-16,Producto-5,87,27.14
2023-10-16,Producto-10,59,24.22
2023-10-6,Producto-3,68,77.66
2023-10-23,Producto-3,54,22.34
2023-10-20,Producto-7,45,165.03
2023-10-1,Producto-4,25,57.0
2023-10-12,Producto-2,90,54.64
2023-10-30,Producto-1,23,83.22
2023-10-28,Producto-6,39,179.24
2023-10-11,Producto-6,38,110.94
2023-10-7,Producto-10,11,54.11
2023-10-7,Producto-2,99,33.57
2023-10-21,Producto-6,16,178.13
2023-10-10,Producto-9,15,66.1
2023-10-13,Producto-2,12,93.51
2023-10-9,Producto-9,3,152.73
2023-10-27,Producto-7,64,14.05
2023-10-25,Producto-3,18,46.48
2023-10-10,Producto-9,79,156.67
2023-10-24,Producto-1,75,68.7
2023-10-7,Producto-1,51,36.55
2023-10-5,Producto-6,82,61.7
2023-10-2,Producto-9,30,174.29
2023-10-4,Producto-1,90,144.79
2023-10-14,Producto-6,85,94.29
2023-10-6,Producto-4,36,92.87
2023-10-20,Producto-3,93,155.37
2023-10-22,Producto-10,73,170.83
2023-10-18,Producto-4,3,181.94
2023-10-28,Producto-4,89,21.39
2023-10-20,Producto-7,77,162.98
2023-10-9,Producto-4,65,129.26
2023-10-11,Producto-6,87,33.94
2023-10-12,Producto-10,95,128.82
2023-10-15,Producto-6,2,85.38
2023-10-2,Producto-8,71,66.28
2023-10-11,Producto-10,60,49.76
2023-10-18,Producto-5,5,105.68
2023-10-30,Producto-2,33,100.41
2023-10-21,Producto-6,90,151.87
2023-10-2,Producto-7,56,126.91
2023-10-24,Producto-5,2,40.01
2023-10-15,Producto-8,61,35.97
2023-10-5,Producto-10,30,198.43
2023-10-15,Producto-1,62,177.63
2023-10-31,Producto-1,88,139.68
2023-10-1,Producto-5,57,107.82
2023-10-1,Producto-7,31,195.82
2023-10-2,Producto-4,35,168.5
2023-10-16,Producto-2,56,81.55
2023-10-6,Producto-9,98,162.14
2023-10-17,Producto-3,32,151.67
2023-10-25,Producto-8,33,120.58
2023-10-23,Producto-6,98,22.4
2023-10-3,Producto-6,55,148.15
2023-10-22,Producto-2,92,72.73
2023-10-4,Producto-7,18,175.63
2023-10-1,Producto-6,96,193.45
2023-10-15,Producto-3,90,53.99
2023-10-9,Producto-3,25,36.19
2023-10-22,Producto-9,87,196.23
2023-10-17,Producto-4,99,83.32
2023-10-3,Producto-3,2,137.03
2023-10-28,Producto-2,73,58.34
2023-10-6,Producto-4,40,72.39
2023-10-4,Producto-9,89,54.89
2023-10-17,Producto-7,87,90.08
2023-10-26,Producto-3,47,74.78
2023-10-24,Producto-4,67,115.01
2023-10-21,Producto-6,48,189.03
2023-10-7,Producto-3,91,193.92
2023-10-13,Producto-1,75,122.47
2023-10-7,Producto-3,56,37.9
2023-10-8,Producto-5,67,149.76
2023-10-12,Producto-9,33,34.7
2023-10-24,Producto-6,7,34.62
2023-10-8,Producto-2,59,15.44
2023-10-21,Producto-8,73,49.74
2023-10-10,Producto-5,40,25.53
2023-10-25,Producto-3,63,37.0
2023-10-16,Producto-5,2,124.92
2023-10-3,Producto-6,78,64.59
2023-10-26,Producto-9,13,184.14
2023-10-14,Producto-3,36,21.15
2023-10-7,Producto-4,100,187.72
2023-10-21,Producto-2,8,176.67
2023-10-1,Producto-6,72,56.01
2023-10-25,Producto-7,24,114.85
2023-10-28,Producto-2,52,87.39
2023-10-22,Producto-10,41,197.64
2023-10-7,Producto-7,41,126.06
2023-10-21,Producto-1,56,32.66
2023-10-9,Producto-4,94,93.08
2023-10-8,Producto-3,87,66.61
2023-10-1,Producto-8,58,99.28
2023-10-2,Producto-10,93,84.01
2023-10-22,Producto-3,18,151.83
2023-10-30,Producto-3,5,23.37
2023-10-1,Producto-7,40,199.98
2023-10-13,Producto-6,72,114.0
2023-10-23,Producto-7,93,196.72
2023-10-2,Producto-6,75,154.39
2023-10-2,Producto-2,14,40.48
2023-10-29,Producto-1,73,179.18
2023-10-18,Producto-10,53,183.28
2023-10-19,Producto-5,22,172.14
2023-10-16,Producto-7,26,185.01
2023-10-14,Producto-3,2,13.72
2023-10-17,Producto-7,92,175.47
2023-10-21,Producto-9,12,63.43
2023-10-27,Producto-2,82,184.83
2023-10-20,Producto-4,95,89.36
2023-10-8,Producto-1,67,104.34
2023-10-8,Producto-4,72,133.98
2023-10-22,Producto-6,12,21.53
2023-10-26,Producto-1,19,133.85
2023-10-28,Producto-9,68,138.17
2023-10-13,Producto-3,99,130.54
2023-10-18,Producto-5,86,20.53
2023-10-22,Producto-2,53,50.84
2023-10-5,Producto-6,26,192.61
2023-10-1,Producto-8,97,107.2
2023-10-9,Producto-7,48,64.82
2023-10-9,Producto-8,92,97.62
2023-10-27,Producto-6,61,43.07
2023-10-23,Producto-2,50,115.68
2023-10-16,Producto-10,59,69.59
2023-10-5,Producto-2,84,73.83
2023-10-20,Producto-6,100,112.64
2023-10-10,Producto-8,25,56.83
2023-10-14,Producto-8,14,100.06
2023-10-18,Producto-10,31,104.64
2023-10-4,Producto-1,15,100.39
2023-10-24,Producto-4,13,163.7
2023-10-14,Producto-6,87,168.11
2023-10-22,Producto-4,99,195.3
2023-10-5,Producto-4,82,153.79
2023-10-24,Producto-3,89,191.18
2023-10-13,Producto-2,53,58.85
2023-10-9,Producto-2,96,135.07
2023-10-31,Producto-5,41,144.8
2023-10-3,Producto-8,85,137.16
2023-10-7,Producto-5,84,91.63
2023-10-25,Producto-2,40,42.72
2023-10-31,Producto-7,26,124.44
2023-10-28,Producto-5,57,106.34
2023-10-21,Producto-2,16,158.52
2023-10-29,Producto-8,34,128.58
2023-10-24,Producto-10,95,189.76
2023-10-25,Producto-7,79,134.5
2023-10-12,Producto-2,85,133.6
2023-10-18,Producto-4,62,159.02
2023-10-18,Producto-5,37,52.51
2023-10-17,Producto-1,35,104.68
2023-10-18,Producto-2,29,148.31
2023-10-26,Producto-8,35,164.22
2023-10-31,Producto-4,93,59.04
2023-10-16,Producto-10,80,36.15
2023-10-9,Producto-2,30,50.47
2023-10-31,Producto-10,52,102.82
2023-10-7,Producto-7,2,158.84
2023-10-14,Producto-3,53,48.71
2023-10-18,Producto-2,69,130.66
2023-10-26,Producto-7,34,27.77
2023-10-27,Producto-2,22,69.95
2023-10-21,Producto-7,92,195.96
2023-10-31,Producto-3,19,152.2
2023-10-5,Producto-3,99,162.98
2023-10-9,Producto-6,48,86.47
2023-10-13,Producto-5,66,85.02
2023-10-19,Producto-6,28,138.94
2023-10-3,Producto-2,76,50.12
2023-10-22,Producto-2,78,18.84
2023-10-28,Producto-5,88,159.15
2023-10-31,Producto-1,96,157.21
2023-10-6,Producto-6,18,124.14
2023-10-27,Producto-7,74,38.35
2023-10-24,Producto-6,54,104.6
2023-10-19,Producto-4,64,62.85
2023-10-6,Producto-10,77,38.24
2023-10-9,Producto-2,62,23.27
2023-10-17,Producto-5,44,46.23
2023-10-1,Producto-5,16,98.51
2023-10-2,Producto-3,45,27.75
2023-10-24,Producto-10,19,44.89
2023-10-25,Producto-9,35,52.66
2023-10-21,Producto-6,65,159.03
2023-10-3,Producto-7,7,14.24
2023-10-25,Producto-5,32,174.22
2023-10-19,Producto-4,39,62.43
2023-10-29,Producto-10,92,122.81
2023-10-7,Producto-3,2,159.59
2023-10-11,Producto-3,62,146.15
2023-10-6,Producto-9,29,154.12
2023-10-6,Producto-1,42,131.6
2023-10-1,Producto-6,97,182.81
2023-10-1,Producto-4,30,154.31
2023-10-11,Producto-9,2,169.14
2023-10-27,Producto-9,79,190.69
2023-10-30,Producto-2,88,51.16
2023-10-21,Producto-7,85,11.15
2023-10-21,Producto-7,52,16.64
2023-10-26,Producto-4,72,151.13
2023-10-10,Producto-3,89,88.59
2023-10-25,Producto-1,2,124.17
2023-10-11,Producto-9,87,179.18
2023-10-30,Producto-6,97,142.37
2023-10-25,Producto-8,59,128.1
2023-10-15,Producto-10,3,119.16
2023-10-29,Producto-7,4,52.03
2023-10-27,Producto-4,63,100.27
2023-10-21,Producto-5,85,135.68
2023-10-2,Producto-5,54,186.67
2023-10-22,Producto-10,84,100.98
2023-10-20,Producto-6,6,70.82
2023-10-19,Producto-3,23,68.24
2023-10-8,Producto-5,82,34.85
2023-10-21,Producto-3,22,23.19
2023-10-16,Producto-3,8,132.3
2023-10-24,Producto-4,5,146.0
2023-10-26,Producto-9,49,77.16
2023-10-8,Producto-2,65,195.06
2023-10-30,Producto-7,17,70.67
2023-10-11,Producto-7,28,140.19
2023-10-23,Producto-4,11,70.08
2023-10-6,Producto-3,18,95.05
2023-10-30,Producto-6,44,28.01
2023-10-4,Producto-4,99,37.72
2023-10-9,Producto-2,59,188.11
2023-10-22,Producto-6,7,176.58
2023-10-30,Producto-2,83,174.78
2023-10-28,Producto-1,44,122.04
2023-10-6,Producto-5,91,27.77
2023-10-31,Producto-2,16,112.0
2023-10-4,Producto-4,73,69.11
2023-10-6,Producto-4,45,161.63
2023-10-11,Producto-7,55,50.09
2023-10-13,Producto-7,45,48.02
2023-10-4,Producto-6,59,39.2
2023-10-18,Producto-8,88,187.83
